Timestamp,CPU_Usage(%),Memory_Usage(MB)
1727946179963,0,00,12,79
Timestamp,CPU_Usage(%),Memory_Usage(MB)
1727946420726,0,00,12,79
Timestamp,CPU_Usage(%),Memory_Usage(MB)
Timestamp,CPU_Usage(%),Memory_Usage(MB)
Timestamp,CPU_Usage(%),Memory_Usage(MB)
1727946719565,0,00,11,79
1727946720544,37,39,12,79
1727946721544,24,03,12,79
1727946722544,17,40,12,79
1727946723543,21,36,12,79
1727946724546,19,13,12,79
1727946725542,18,47,12,79
1727946726543,19,88,12,79
1727946727541,19,07,12,79
1727946728544,27,39,12,79
1727946729545,38,40,12,79
1727946730540,28,32,12,79
1727946731542,19,10,12,79
1727946732542,16,90,12,79
1727946733543,18,13,12,79
1727946734541,17,38,12,79
1727946735545,19,43,12,79
1727946736544,16,94,12,79
1727946737542,17,00,12,79
1727946738544,19,90,12,79
1727946739543,26,85,12,79
1727946740541,18,49,12,79
1727946741543,18,73,12,79
1727946742548,17,48,12,79
1727946743544,17,46,12,79
1727946744543,17,84,12,79
1727946745543,18,10,12,79
1727946746543,17,69,12,79
1727946747543,17,94,12,79
1727946748543,20,58,12,79
1727946749545,18,92,12,79
1727946750543,18,44,12,79
1727946751541,17,79,12,79
1727946752542,18,32,12,79
1727946753542,27,28,12,79
1727946754543,20,48,12,79
1727946755543,17,79,12,79
1727946756543,19,67,12,79
1727946757543,16,98,12,79
1727946758544,21,46,12,79
1727946759541,21,73,12,79
1727946760543,19,42,12,79
1727946761544,17,92,12,79
1727946762543,16,31,12,79
1727946763545,16,50,12,79
1727946764543,17,46,12,79
1727946765543,16,29,12,79
1727946766540,17,86,12,79
1727946767543,17,56,12,79
1727946768541,19,70,12,79
1727946769542,16,35,12,79
1727946770544,21,97,12,79
1727946771540,16,81,12,79
1727946772543,18,77,12,79
1727946773540,16,58,12,79
1727946774543,16,81,12,79
1727946775543,16,69,12,79
1727946776540,17,13,12,79
1727946777543,17,21,12,79
1727946778540,19,22,12,79
1727946779540,16,69,12,79
1727946780544,17,96,12,79
1727946781543,16,00,12,79
1727946782543,18,02,12,79
1727946783544,16,62,12,79
1727946784538,19,85,12,79
1727946785541,15,52,12,79
1727946786543,15,88,12,79
1727946787542,15,64,12,79
1727946788542,16,62,12,79
1727946789543,17,92,12,79
1727946790540,15,41,12,79
1727946791539,15,60,12,79
1727946792542,15,73,12,79
1727946793540,25,75,12,79
1727946794538,17,40,12,79
1727946795538,15,22,12,79
1727946796550,16,85,12,79
1727946797542,16,67,12,79
1727946798544,18,27,12,79
1727946799543,23,14,12,79
1727946800542,19,92,12,79
1727946801542,16,63,12,79
1727946802537,16,04,12,79
1727946803542,16,08,12,79
1727946804542,18,05,12,79
1727946805542,17,48,12,79
1727946806543,16,58,12,79
1727946807542,16,65,12,79
1727946808542,16,37,12,79
1727946809540,18,82,12,79
1727946810541,15,08,12,79
1727946811542,15,84,12,79
1727946812543,16,17,12,79
1727946813539,16,37,12,79
1727946814542,18,63,12,79
1727946815542,15,33,12,79
1727946816542,15,88,12,79
1727946817542,18,57,12,79
1727946818539,14,72,12,79
1727946819542,16,67,12,79
1727946820541,16,18,12,79
1727946821541,33,96,12,79
1727946822542,15,20,12,79
1727946823538,14,43,12,79
1727946824538,20,20,12,79
1727946825539,17,09,12,79
1727946826542,15,88,12,79
1727946827542,18,65,12,79
1727946828541,16,48,12,79
1727946829542,18,33,12,79
1727946830539,20,96,12,79
1727946831539,16,65,12,79
1727946832542,18,67,12,79
1727946833538,21,69,12,79
1727946834540,46,62,12,79
1727946835542,27,57,12,79
1727946836542,28,61,12,79
1727946837542,21,13,12,79
1727946838542,21,36,12,79
1727946839542,22,99,12,79
Timestamp,CPU_Usage(%),Memory_Usage(MB)
1727961663153,0,00,12,79
1727961664117,54,53,12,79
1727961665113,38,99,12,79
1727961666113,23,28,12,79
1727961667114,21,96,12,79
1727961668112,40,79,12,79
1727961669128,28,89,12,79
1727961670115,44,05,12,79
1727961671111,18,64,12,79
1727961672109,30,06,12,79
1727961673117,18,71,12,79
1727961674114,19,10,12,79
1727961675119,16,38,12,79
1727961676116,13,82,12,79
1727961677113,16,38,12,79
1727961678110,14,70,12,79
1727961679115,13,98,12,79
1727961680110,22,89,12,79
1727961681117,17,66,12,79
1727961682109,19,49,12,79
1727961683110,15,54,12,79
1727961684109,16,58,12,79
1727961685109,19,52,12,79
1727961686123,15,06,13,79
1727961687112,26,68,13,79
1727961688113,24,47,13,79
1727961689113,21,26,13,79
1727961690115,34,29,13,79
1727961691110,36,93,13,79
1727961692113,28,03,13,79
1727961693127,31,77,13,79
1727961694113,27,74,13,79
1727961695111,19,82,13,79
1727961696111,19,38,13,79
1727961697111,21,28,13,79
1727961698113,34,71,13,79
1727961699110,27,46,13,79
1727961700112,47,18,13,79
1727961701111,55,76,13,79
1727961702113,36,45,13,79
1727961703110,18,67,13,79
1727961704113,41,93,13,79
1727961705116,19,58,13,79
1727961706112,21,16,13,79
1727961707115,16,85,13,79
1727961708110,16,27,13,79
1727961709112,19,08,13,79
1727961710113,15,27,13,79
1727961711112,24,25,13,79
1727961712113,22,71,13,79
1727961713110,18,40,13,79
1727961714111,16,06,13,79
1727961715112,20,40,13,79
1727961716113,14,36,13,79
1727961717109,25,47,13,79
1727961718113,24,75,13,79
1727961719113,23,99,13,79
1727961720113,25,50,13,79
1727961721112,15,91,13,79
1727961722113,15,50,13,79
1727961723109,15,20,13,79
1727961724116,15,71,13,79
1727961725111,17,28,13,79
1727961726113,14,46,13,79
1727961727114,14,36,13,79
1727961728112,13,93,13,79
1727961729108,16,62,13,79
1727961730111,14,25,13,79
1727961731107,16,81,13,79
1727961732112,15,09,13,79
1727961733110,15,70,13,79
1727961734112,14,71,13,79
1727961735109,16,44,13,79
1727961736112,15,88,13,79
1727961737112,16,90,13,79
1727961738113,18,17,13,79
1727961739112,14,04,13,79
1727961740108,22,24,13,79
1727961741109,16,42,13,79
1727961742113,14,23,13,79
1727961743110,15,85,13,79
1727961744112,13,57,13,79
1727961745113,18,55,13,79
1727961746111,14,32,13,79
1727961747112,16,98,13,79
1727961748112,13,71,13,79
1727961749110,15,34,13,79
1727961750113,15,56,13,79
1727961751112,16,29,13,79
1727961752111,19,77,13,79
1727961753110,17,23,13,79
1727961754110,18,23,13,79
1727961755109,14,05,13,79
1727961756108,15,39,13,79
1727961757110,15,54,13,79
1727961758109,14,93,13,79
1727961759109,15,98,13,79
1727961760107,16,69,13,79
1727961761112,22,07,13,79
1727961762112,18,77,13,79
1727961763112,15,20,13,79
1727961764112,13,91,13,79
1727961765110,15,20,13,79
1727961766112,16,56,13,79
1727961767109,13,91,13,79
1727961768112,18,00,13,79
1727961769108,13,98,13,79
1727961770108,14,52,13,79
1727961771112,16,08,13,79
1727961772111,15,68,13,79
1727961773107,15,74,13,79
1727961774108,14,36,13,79
1727961775109,19,57,13,79
1727961776111,27,27,13,79
1727961777108,23,43,13,79
1727961778107,17,06,13,79
1727961779111,15,58,13,79
1727961780111,18,45,13,79
1727961781111,15,06,13,79
1727961782115,33,04,13,79
1727961783110,15,87,13,79
Timestamp,CPU_Usage(%),Memory_Usage(MB)
1731523159160,0,00,11,79
1731523160142,28,66,12,79
1731523161140,21,54,12,79
1731523162140,24,09,12,79
1731523163136,25,79,12,79
1731523164140,21,38,12,79
1731523165137,25,63,12,79
Timestamp,CPU_Usage(%),Memory_Usage(MB)
1731523693326,0,00,9,79
1731523694277,29,33,9,79
1731523695273,16,31,9,79
